Title,Price,Country,Link,Description,Promotion
AORUS Z490 GAMING PC,$892.25,from France,https://www.ebay.com/itm/176312733921?_skw=pc+gamer&itmmeta=01JJJXKW1Z1PFZ5XNH8JG21TR9&hash=item290d0ed0e1:g:ptsAAOSwFxBmCVc2&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnO6vfGn6MGzaDKq%2BDm0%2Fu75W850MLs263oCFhV201WorBJYldmIQYZinLOuLCQqn6Xv1gZk8hhd2hvcMjrxJQpuPuV1EtdXErltA6dd5FX7bnob7Cm3v0FFrYjrjx91GzpzCtq5vDNGjkfa9kHtAbSmZAKYyHhJ7%2BWxtYRnFLvN71dgw4JBymG0URYbGtvjwHL6sFewexsPRuK3LDW%2B6cexCBt2umGf1KeAM38bkow%2FyVj1tGsTLvyAGhNkrYzwyKZUNn6XVh6NtsVOHQlvmCL%7Ctkp%3ABk9SR5bBz92UZQ,"Item specificsConditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab Type de stockageSSDSérieGigabyteMieux adapté àJeux vidéo, Bureau, Conception graphique, Casual Computing, Station de travailProcesseurIntel i5 10th générationConnectivitéUSB 2.0, USB 3.0, USB 3.5, DisplayPort, HDMI, DVI, USB-CCaractéristiquesAdaptateur Wi-Fi intégré, Adaptateur Bluetooth intégré, Éclairage RGB/RVB, Refroidissement liquideModèleGigabyte AORUS Z490 PRO AX REC 1.0Système d'exploitationWindows 10MarqueDeepcoolTypeAorusFacteur de formeTourProcesseur graphiqueNVIDIA RTX 2060 SUPER X GAMING 8GBVitesse de processeur2,90 GHzTaille de la RAM16 GoCapacité du disque dur240 Go",Pas de promotion
PC GAMER RYZEN 5 RX 6600 XT 16GB RAM DDR4 SSD 512GB,$713.80,from France,https://www.ebay.com/itm/135514151862?_skw=pc+gamer&itmmeta=01JJJXKW1ZDVQB1DTX2VQ3KGMX&hash=item1f8d45dbb6:g:bsoAAOSw5jhnkqE1&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKk7H36CkfOR7x4STYVLCMa9dOhhOWR3ExEunVDbQWUnnZt0eVEjAo0vfee5aFd8c8y%2Fspwi6nR89s66DZCRROL7dFLSV2DPL22XHBUSI1dpAMOhmfYar%2Bx8obT6HJyjw9k0MnqklzbbK2G1K5yRt5yqd327sVca4oWfKO2pFm%2Bc23F6TxLPAWnk3MdJPhTZ5Bgy%2Bf%2BgNxHRF3U%2BB57sppDQJxr8YDh6g9HplXSTNQg8FIRpQ%2FHuYX%2B02apskLWxUh1HvUFDIQ3IVHGIMw4WSGXT%7Ctkp%3ABk9SR5bBz92UZQ,"Item specificsConditionExcellent - RefurbishedThe item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details. See all condition definitionsopens in a new window or tabSeller Notes“PC assemblé par RAGRATECH !”Type de stockageSSDCapacité du lecteur SSD512 GoMieux adapté àBureau, Casual Computing, Jeux vidéo, Station de travailProcesseurAMD Ryzen 5ConnectivitéDisplayPort, DVI, HDMI, RJ-45, USB 2.0, USB 3.0CaractéristiquesÉclairage RGB/RVBSystème d'exploitationWindows 11 ProCapacité maximale de la RAM16 GoMarqueRAGRATECHTypeOrdinateur de bureauFacteur de formeTourProcesseur graphiqueAMD Radeon RX 6600 XTVitesse de processeur3,60 GHzCapacité du disque dur512 GoTaille de la RAM16 Go",Pas de promotion
"New ListingGaming Desktop PC, AMD Ryzen 5 8600G Ai NPU, 32GB DDR5 Ram , 1TB SSD, Windows 11","$1,074.14",from United States,https://www.ebay.com/itm/296967096938?_skw=pc+gamer&itmmeta=01JJJXKW1Z8CY7H50WEGN7CP5R&hash=item45249e4a6a:g:I5sAAOSwDBRnlqt3&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmGlGEgWf9vNiEqQcgNcmoZPUA2HLm3L2ZQw79HDq0IOyZO62MBCS1vHx2KDvzJjOiTnM6WvVaTxKsYIPlKA%2FFl3FGYyEz2X0wIeVw0ptpGsa5%2BYJXzkF1vUeIY7MuHpx67tELZ80YBUFtgNhWlF8u0sXti%2BCUS5s56NXgVf%2BNpTHoCDj6ZqtM77PQspcvuxldRSxBYc09AI1Mn8LFN%2FiocNw0YTFmclE0yGIXzYqt8BQ%3D%3D%7Ctkp%3ABk9SR5bBz92UZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab BrandDoes not applyTypeDoes not applyFeaturesRemovable CoverModel8600GProcessor BrandAMDProcessor Core Type6 CoreProcessorAMD Ryzen 5 8600GProcessor Speed4.3 GHzRAM Memory32 GBMaximum RAM Supported128 GBOperating SystemWindows 11 HomeScreen Size0 inEditionRyzen 5 5600G丨512GB丨16GBManufacturer Part NumberPS0102239Wireless TechnologyWi-FiHard Drive Capacity1 TBSolid State Drive Capacity512 GBUPC313042082027",Pas de promotion
Medion Erazer E10 MD35004- GTX 1650 & I5 10400F 16GB RAM 1500GB SSD GAMER PC GAMER,$367.40,from France,https://www.ebay.com/itm/205245929022?_skw=pc+gamer&itmmeta=01JJJXKW1ZKK538KKW5HBT2QNP&hash=item2fc99c563e:g:RvcAAOSw3L1nlOYv&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkY2PDxxIqKVALDFzw3%2B7HnnSHmoPU0IK97XRcKjnBsErnZWbiyL8q4%2BIJZkXhGZryOY0Nd1k9otCf5a6Rtha%2F7PpZaRICVkq8MZXCwSxRkjnDXtgaoTGjF%2B1YqigXID1z62uMvM5oKBAzBpeDeOmh3WoNXo7%2Fer9fv3AiNb7atf4%2BN3s4GlbcelrKDeZG0iWI8rWFx--0rJw7uOQOOthFZwjBQlvIINX%2FtcqefLQIlFw%3D%3D%7Ctkp%3ABk9SR5bBz92UZQ,"Item specificsConditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab SérieMEDION ERAZERType de stockageSSDCapacité du lecteur SSD2 ToPays de fabricationChineAnnée de sortie2020Mieux adapté àBureau, Jeux vidéoProcesseuri5 10400FConnectivitéDisplayPort, HDMI, USB 2.0ModèleMedion Erazer E10 MD35004Caractéristiquesclé wifiModèle de carte mèremedion ecs b460h6 emSystème d'exploitationWindows 11 HomeCapacité maximale de la RAM64 GoCouleurNoirMarqueMedion ErazerTypeGamingFacteur de formeTourType de traitement graphiqueCarte graphique dédiéeProcesseur graphiqueNVIDIA GeForce GTX 1650Vitesse de processeur2,90 GHzCapacité du disque dur1,5 ToTaille de la RAM16 Go",Pas de promotion
Cheap Gamer PC,$152.21,from France,https://www.ebay.com/itm/387857660699?_skw=pc+gamer&itmmeta=01JJJXKW1ZNKJMMS49CTW9Y08H&hash=item5a4e1e3b1b:g:qSkAAOSwA5dkoAa6&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnCYNXK4XonpmBLsRtUsSkpp0dCy2MFXbFk0%2B9Is0zuA5j0%2F4EEaKpxrd%2BXVd4IcyK9fqLsXh3uCHgVelI2SEPIGyZPCw8Jbd%2BsODDVvG0jJiQXgD9JGAjh2ZBsfJKGUxH0cOmYVq4BY%2FYm27zRehs6M7%2FD6FD4VSnhURJp0TRknd0yDUqA8YebKDqRQtdzaqGap7j9GK5m2ZBglLOGmq1Z8m8deEqMphBFMdtWAXhoU0fxwM2Z1cNZaxw4l2g%2BZDK2q77N8VIgxVTeh62bd5V8%7Ctkp%3ABFBMlsHP3ZRl,"Item specificsConditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab MarqueCool MasterTypeOrdinateur de bureauFacteur de formeTourType de stockageDisque durMieux adapté àJeux vidéo, BureauTaille de la RAM12 Go",Pas de promotion
pc gamer rtx 4070,"$1,400.00",from Spain,https://www.ebay.com/itm/235866962799?_skw=pc+gamer&itmmeta=01JJJXKW1ZDQXWDKYNPASJAKGZ&hash=item36eac43b6f:g:IncAAOSwuIhnWXoV&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnVGB2Qbm8hJfHfRziW1ZtpWhBC0e%2FUSnCoAKY5jmTXUCdHsu4unMOQd200IKuIKGz9u1BmIqU%2BENEx6QcQgdtOEJqsmCJbZ7Ahx%2F5MPEnCRXUKqMZ8vU1vJDC2BJAbvF47iTwB8LgI4XRyTlT0in1NdejCweDk%2FoN1sgpu%2BJGKUwLby7VvY2QoscwjwHaBurhnunevkuZPU9TcfUlzhSPj0FFpmtCp7qdQOh%2FJxRNeyyc%2FCYiVwbaydnTyA87nD6vGQKOXM2tzGY6ga14AH0Fj%7Ctkp%3ABk9SR5bBz92UZQ,"Item specificsConditionUsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tabSeller Notes“Usado un mes y medio como nuevo”BrandCustom, WhiteboxTypeDesktopProcessori5 13600KfRAM Size32 GBOperating SystemWindows 10 ProMost Suitable ForGaming, Graphic Design, Office",Pas de promotion
gaming pc,$749.00,from United States,https://www.ebay.com/itm/365320633092?_skw=pc+gamer&itmmeta=01JJJXKW1ZYHVGMNCA7EMCXA04&hash=item550ece7b04:g:BGwAAOSw4tZnd3Mq&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlaFFg2c7oEB%2Bs5nFO019ax%2B2au7bwDHPsehGjcYcI2UeawN13F1NRRogU9S3Mj3cNrCmNcaC5bIkQY73mEZpjat2zX4gbI6D8j6G%2Bg8OGgbte4rdVI%2BE4Wp7ct7FaNzd3bWZUBAcekXrb6iSrRmU4rx%2BLKF7iSkTcZM0ZJnlOz2uZBDqrE%2FC7lj%2F2VvmtDYuHPE2AZPWdb4Q6gJ4e5NXsMiQZzZdwmuUkZp%2BUP4qVETSPG8AgtBsdae8sUeRd9FOceon7LqPtrwe2sh4OirN9e%7Ctkp%3ABk9SR5jBz92UZQ,"Item specificsConditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ProcessorIntel Core I9-10900KFRAM Size32 GBMost Suitable ForGamingGPUAMD Radeon RX 6900 XTProcessor Speed3.70 GHzBrandMSIForm FactorTowerSeriesMSI MAG Z490TypeGaming PcModelMSI MPG Z490 GAMING EDGE WIFIConnectivityHDMI, DisplayPort, USB-COperating SystemWindows 11 ProHard Drive Capacity1 TBFeaturesRGB Lighting, Dust ShieldStorage TypeSSD (Solid State Drive)",Pas de promotion
Custom Gaming PC,"$2,499.00",from United States,https://www.ebay.com/itm/126839032668?_skw=pc+gamer&itmmeta=01JJJXKW1ZG1D7ZK6GEJCZSYCD&hash=item1d88320b5c:g:158AAOSwgeZnY5t5&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlbm5I4VX4nGZ5TzkPEydEAf6BiINAjQdcI%2F4mNuIgjtS7kIxTtu7Iffe2zEgNxnfW2WpMce43OVS7FnUueOD4RddNO0OBldv0MNbuqPjUKVocEDb2op%2B2DVlruS%2BKywInCbEg5aQsj446ayEsPcWQM4odyXWe7oLi6PCMhNILeTxcS2SKB%2B%2BSnNlOJD8FyxoJBJV1UchHfMbb9xfcZOV5igFWmgyVdWzDqausonP1KgV7QcBXF9UMp5CBKF%2FJR0ClKppXkFs1btAoxbqvSdE46%7Ctkp%3ABk9SR5jBz92UZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab BrandCustom, WhiteboxForm FactorTowerTypeDesktopMost Suitable ForGaming",Pas de promotion
pc gamer used color white .,"$4,400.00",from United States,https://www.ebay.com/itm/235830869524?_skw=pc+gamer&itmmeta=01JJJXKW1ZRAG6XRKM46XM1HHM&hash=item36e89d7e14:g:FiMAAOSwJsRnNlC9&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkath8PazeoXz1SrEcYLf6w%2FGtMzfNbHL8fLabbSqlfKHdh%2BlDqUz6lLQU5VKv%2F7W5w5hRriAlmXRMohDs6VnxXCMUeVk7YOnOcbS6YQUq%2FcTOTjpr9RhvfZttILt4IGUJmhUrP3ZpGSPuClmTmogGISBMCYgbtCn8JlROSvGiTHg3F68cQH1frAbaSyPt5d92oq08AR2LSeSMs3oRRqvGjooLSdm1cTK%2BRzXIczBUqjw%3D%3D%7Ctkp%3ABk9SR5jBz92UZQ,"Item specificsConditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ProcessorAMD Ryzen 7950X3DColorWhiteRAM Size64 GBMost Suitable ForCasual ComputingGPUNVIDIA RTX 4090 OCProcessor Speed4.90 GHzBrandAMDSeriesASUS ROG StrixForm FactorTowerTypeDesktopModelASUS ROGConnectivityHDMI, USB 3.0, DisplayPortOperating SystemWindows 11 ProHard Drive Capacity5 TBFeaturesRGB LightingStorage TypeNVMe (Non-Volatile Memory Express)",Pas de promotion
New CyberPowerPC Gamer Supreme Desktop AMD Ryzen 7 7700 32GB 2TB RX 7900 GRE,"$1,249.49",from United States,https://www.ebay.com/itm/335740501903?_skw=pc+gamer&itmmeta=01JJJXKW1ZXMAKFTAZVHGZP4RY&hash=item4e2bb17f8f:g:9XwAAOSwFGJnZlWI&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlUW1rJSkrED%2BeATJlL%2Biv%2Bh8JoWEhrqGo1o0UOmE8%2B2KaJkDp3bFCoHQwvWeb3by8AMBCyPnGs6v33EeYtcDvQTggdRW%2Fp%2F5xw29iy7HXPdv8udueW8dOTgdgsJZz1bLizsVJ%2BAQ98kCMEhlt8JlOkGvW9b1z34zAA2KGEiL1goSeVl9O8crrwLtRK2kw89NsZvhNYMuXXiqR2Oov6dJ0vzyOJYn%2F2dM08Evnedomhr11YTsAKGwyb5NU0ckSfKSBjB3HHJAhFgprHyQn%2BYA8V%7Ctkp%3ABk9SR5jBz92UZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab ProcessorAMD Ryzen 7 7700Graphics Processing TypeDedicated GraphicsRAM Size32 GBColorBlackMPNSLC7000WSTMost Suitable ForGamingSSD Capacity2 TBGPURX 7900 GREProcessor Speed3.80 GHzBrandCyberPowerPCForm FactorTowerSeriesCyberPowerPC Gamer SupremeTypeDesktopMaximum RAM Capacity64 GBModelSLC7000WSTFeaturesLiquid CoolingOperating SystemWindows 11 HomeHard Drive Capacity2 TBStorage TypeSSD (Solid State Drive)UPC811842080828",Pas de promotion
Pc gamer,"$3,500.00",from United States,https://www.ebay.com/itm/375861027929?_skw=pc+gamer&itmmeta=01JJJXKW1ZEBVT5PX7VBP72KAN&hash=item5783102459:g:jRkAAOSwnz9me4Ez&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlH9YJMQk%2BJCfUyCxH79EyFVoPAW0HbDbsRF5Af%2Fzz54pminZmNEZJYQq7pho%2F1GaARM4Rgrx%2Btgy2xcO2mCnXPfZbhtDZB0q4lVIX5jgRqp6FUWH7EKOAZyiRWFu0i8PF126dlveuaIEwi9h%2BbPM6yCpVN6z3Joa4rn3MVdHtGpa4%2FQ1evDz%2Ba35egaz6weY%2F%2B6uOC7RwlHfAGMDQAFQU%2FcJs4K4nO46ANeMa8B%2BryFA%3D%3D%7Ctkp%3ABk9SR5jBz92UZQ,"Item specificsConditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab BrandAMDTypeAll-in-One",Pas de promotion
New ListingCyberPowerPC Gaming Desktop AMD FX 8350 8GB RAM RX 480 4GB 1TB HDD Win 10 Home,$199.99,from United States,https://www.ebay.com/itm/135519556641?_skw=pc+gamer&itmmeta=01JJJXKW1ZXZ75QBDS16HBHN9D&hash=item1f8d985421:g:MoUAAOSwWsBnkR64&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKl65jcjKHoLXJfNKQtxIqiCxDn%2BVQT%2BVpySHLi75NUtT6DX1hv8r3J95EtdMYGJONHgALysfo8Hl9%2BsCkuaHiyVYGx2xzbElPW8%2Bhr5Pcl8iJxXu4pnCPZW5Mp4ySDQaHiFGty3vSGp2YYeYLLvXsqhU22upcNnAFm5%2BwShEoAR0dVETzHNDIuB9NfYioe%2B2LQ9aVy6QUGKtJBOMbWR7RsUhccrzaIReKukK9n%2Bfs%2F2ZLD%2FBctljsGBGq1AHT25Xu%2BOwRvKeMC48BuDJgIGUNJj%7Ctkp%3ABk9SR5jBz92UZQ,"Item specificsConditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab SSD Capacity1 TBProcessorAMD FX-8350Graphics Processing TypeDedicated GraphicsRAM Size8 GBColorBlackMost Suitable ForGaming, Graphic Design, Engineering CodingGPUAMD Radeon RX 480Processor Speed4.00 GHzBrandCyberPowerPCSeriesCyberPowerPC GamerForm FactorTowerTypeDesktopMaximum RAM Capacity16 GBModelGUA2400BSTConnectivityDisplayPort, USB 2.0, HDMIHard Drive Capacity1 TBOperating SystemWindows 10FeaturesRGB Lighting, Built-in Wi-Fi Adapter, Built-in Bluetooth Adapter, Virtual Reality ReadyStorage TypeHDD (Hard Disk Drive)",Pas de promotion
"Gamer I5 PC, 32GB RAM, GTX1660 Super, 475GB SSD, W11 Pro, USB 3.0",$635.07,from France,https://www.ebay.com/itm/167141971480?_skw=pc+gamer&itmmeta=01JJJXKW1Z57D9VZ5QW428S10K&hash=item26ea701618:g:CzQAAOSwXWRnTF7S&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmC904klq2JWNF3PbnuXqBNcmUhocFUEF3%2FKaWKm%2FSaSvuoyZXhUamlutWCiydfbIpZQcs2sJh30qzpWg2%2BY7Fkgl7RCR1iLvrPARAfZ9VRQBtitdfse7o7txtbs2I9YKbSvlwnP1TnK6Nk%2F1KnB6erzQRZP4GLXlT2q9%2BCSrWjGOzm872Li1LM%2BsT2Bu0tZFDXqKn7P8spv5EC22r%2F7zeVC22S0ybdG%2BvLHzlcSik%2FMk6cgboebXs8KMjqBtpd%2FCyxDoYy4XCgSCnrehJYYHWy%7Ctkp%3ABk9SR5jBz92UZQ,"Item specificsConditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab Capacité maximale de la RAM3 GoMarqueASUSTypeOrdinateur de bureauType de stockageSSDConnectivitéUSB 3.0Taille de la RAM3 GoCapacité du disque dur32 Go",Pas de promotion
New ListingExcellent HIGH END Gamer PC ASUS ROG i9 Nvidia RTX 3090 128GB Ram Corsair Crystal 680X,"$3,464.01",from Germany,https://www.ebay.com/itm/306066131274?_skw=pc+gamer&itmmeta=01JJJXKW1ZSX60GCJGV7GNK5EC&hash=item4742f6894a:g:atoAAOSwla9nljFn&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKl6XemZOJ8NLfQLDfKe0w%2BrRbYfmW%2Fup3rN5y5KgSA9iZCMW7%2BGyGiXKtr2gBJpPicPAHo2Pq6a%2Fn%2FOsnN5aG9NfHhvidTYddzPFWDekLfF2si6%2FVb%2FulLSPd8%2BA98kYcvwJ6AhLlqr3bDO3acWqsYHYyLa1LMLw3KwZ5OTaLkNp8R3OiSfb5nnwVVSDzZSktNCBh0aVk8jdI8auxTujogku9jRqhbVx8acAabHWJg7VT83k9HLBqM4l%2BfzHIxTSrkDwrs7Ypj%2BOK0ktsVs3Azy%7Ctkp%3ABk9SR5jBz92UZQ,"Item specificsConditionUsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tabSeller Notes“Top Zustand und frisch Neu installiert! Top High END Gamer PC RGB und ASUS ROG STRIX Komponenten”MarkeGamer PCProduktartDesktop",Pas de promotion
Acer Predator G6-710 i7-7700K 32GB GTX1080 PC Gaming,$834.51,from France,https://www.ebay.com/itm/126726656628?_skw=pc+gamer&itmmeta=01JJJXKW1ZXW9VYFZHSAG0KPZ5&hash=item1d817f5274:g:xHgAAOSwPdtmeuiU&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmEN6RpnHVWuxNQF7pkjqzqHKqiZvhmqBEVOYyHFI3JOyziePbCg%2BjDCeV2Xwp95a0nwEdivz92yQVtaEPWAHG50kqGblblRqCZzRgauBE5trhIAxacKuz7KrDiEKPImDB7NQDrMFSrglyT2kEAmjfZ7iDD09Qe%2BqVoSmo1LG5TUlKmN3mPf%2BaUbtsh8Qg6QVgQwa7u3PB9mZzYmtC8%2Ftd7xmE6XvIvfj9JsvCTHAl59w%3D%3D%7Ctkp%3ABk9SR5jBz92UZQ,"Item specificsConditionUsedAn item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tabSeller Notes“Matériels d'occasion pouvant présenter des traces d'usure”MarqueAcerTypeOrdinateur de bureauSérieAcer PredatorFacteur de formeTourModèleAcer Predator G6Mieux adapté àJeux vidéoTaille de la RAM32 GoSystème d'exploitationWindows 10 Home",Pas de promotion
"Custom Gaming PC – Ready to Play, Future-Proof, and Runs AAA Titles Above 60fps!",$789.99,from United States,https://www.ebay.com/itm/315778541105?_skw=pc+gamer&itmmeta=01JJJXKW1Z3ETWS0QR2GWXV6X4&hash=item4985de2631:g:Op8AAOSwORJm8McI&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkwvAAIzzERpo6ztEja6WCKAsq%2B6co%2B%2FgqslnfVVG%2BIDn4vNqSOYjw9EGvAr%2BkhZX1SnLHYoP1SiHTkjweM7X066gAD9ane84SRFWv%2F9soujDqunTnB2TTzmkhRS%2FTd3lDd4QEvPVpZOGvYNthsssKOhI921U3jbXpOcIerfuI8w32pWvNxqvEFILCSt%2FATjAqcr%2BipAMRrVUKqWoCxVmJc7EvufVVgm%2FfV8zjQfjN40A%3D%3D%7Ctkp%3ABk9SR5jBz92UZQ,"Item specificsConditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...  Read moreabout the conditionNew: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. See all condition definitionsopens in a new window or tab BrandCustom, WhiteboxTypeDesktopMost Suitable ForGamingProcessorAMD Ryzen 5Graphics Processing TypeDedicated GraphicsRAM Size16 GBColorWhiteSSD Capacity1 TBItem Length11GPUNvidia RTXProcessor Speed3.60 GHzMotherboard ModelAsus PRIME B550MRelease Year2024Maximum RAM Capacity128 GBManufacturer Warranty1 MonthItem Height14ConnectivityHDMI, DisplayPortOperating SystemWindows 11 HomeHard Drive Capacity1 TBFeaturesBuilt-in Bluetooth Adapter, Built-in Wi-Fi Adapter, RGB LightingStorage TypeNVMe (Non-Volatile Memory Express)Country/Region of ManufactureUnited StatesItem Width6.5",Pas de promotion
gaming pc desktop computer nvidia,$342.50,from United States,https://www.ebay.com/itm/387368401170?_skw=pc+gamer&itmmeta=01JJJXKW1ZPB43H732GCZJY1W5&hash=item5a30f4b912:g:ARYAAOSwI3Vm3RMQ&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKn608iltF5P34cSQFtqbxDsD6cq1P0RJqL6P6kVXcp9URfpARb7fmqnScUmJ%2BQgc3QGP1pp1uht7ZcCbujbLAygfWKOvE5f77yarDPT1s%2Bimz2h8Ct4WmNMIg5s%2BR%2FVL9ef7eqMb4RmPFiF3M4QbVu75g5c0%2BmeFjAdWXbUKy%2BWCI51Z4XVlWT5meKJ22Dhpx65yEb7%2B49pbzHZ1%2F8Y5o0YnKume5ntpC4NfHLKW4hs2byEDpyJnCokm8apg2SbG44xjsUW5Lj9mILNEZZj0cb4%7Ctkp%3ABk9SR5jBz92UZQ,"Item specificsConditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is ...  Read moreabout the conditionUsed: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab BrandNVIDIASeriesCyberPowerPC GamerTypeDesktopProcessorAMD Ryzen 7 3700XRAM Size16 GBConnectivityHDMI, DisplayPortOperating SystemWindows 11 HomeMost Suitable ForGamingGPUNVIDIA GeForce GTX 1660 SUPER",Pas de promotion
